0.6876 -100.11440645333631 -99.98782035168121
0.73344 -100.16450429568428 -100.03216346100132
0.77928 -100.19657378111339 -100.0590497264425
0.82512 -100.21562219323197 -100.07618648063428
0.87096 -100.22527002758859 -100.08770285762742
0.9168 -100.22815411457549 -100.0937685348612
0.96264 -100.22620248374876 -100.09446478972905
1.00848 -100.22082846378837 -100.09078182862817
1.05432 -100.21307148949886 -100.08388157420576
1.146 -100.19328711011151 -100.07354548981802
1.19184 -100.18226225965782 -100.06929094179198
1.28352 -100.159596828661 -100.04498817658539
1.3752 -100.13745639931847 -100.03127439407221
1.55856 -100.09813527422912 -99.99340782847881
1.65024 -100.08163644901559 -99.97529068507903
1.74192 -100.06734034383916 -99.95826896891867
1.8336 -100.05517649571489 -99.94326946877477
2.068 -100.03307311433353 -99.91019287060907
2.292 -100.020132356935 -99.90282846759892
2.5212 -100.01293579801572 -99.89075975070567
2.7504 -100.00898822232367 -99.9000270526941
