  1.53510331e-03 -3.28524089e-03 -1.28851811e-03  1.57399072e-03
 -1.26279656e-03 -1.48098304e-03 -1.83745744e-03 -1.88026919e-01
 -1.87791593e-03 -1.91419190e-01  1.65070832e-03 -1.50650237e-03
 -1.09682051e-01 -2.35166737e-03 -1.29064934e-03 -1.22989916e-01
  2.47854017e-05  2.11238041e-04  1.66433383e-05  2.21321504e-04]
2.53935 [-8.35250578e-06 -4.41170594e-05  2.35328065e-05 -5.33404711e-05
  4.27453274e-05  3.78348464e-06  5.11988061e-04 -4.66036239e-05
  1.38788245e-03 -1.04588562e-03  5.08935841e-04 -1.18179075e-02
  1.76200825e-05 -2.21105196e-05  1.70434086e-06 -5.59885434e-05
  1.26032902e-05  6.57784187e-06  5.48410945e-04 -3.36100798e-05
 -1.83060688e-03  9.39976020e-04 -2.15754678e-04 -1.20958507e-02
 -2.80793951e-04 -1.64609176e-03 -2.90621191e-04 -1.68675934e-03
 -3.27412106e-03  1.33445950e-03  1.57156104e-03 -1.08675222e-03
  1.33240330e-03 -2.25149341e-03 -2.26270142e-04 -2.49492778e-04
  1.33812461e-03 -3.26434815e-03 -1.04035794e-03  1.35909952e-03
 -1.01431652e-03 -1.20220071e-03 -1.67624013e-03 -1.81085854e-01
 -1.74351941e-03 -1.84076229e-01  1.64848348e-03 -1.29942127e-03
 -1.17525502e-01 -2.29583507e-03 -1.12068962e-03 -1.25261701e-01
  6.86541108e-06  1.76838376e-04  1.38406041e-05  1.75918705e-04]
2.673 [-1.62159112e-05  6.11239272e-06 -2.10239504e-05  5.46789487e-06
 -5.79431180e-06 -2.09644523e-05  5.32017516e-04 -4.14029929e-05
  3.21624953e-04  1.32032999e-03  3.64298288e-04 -1.04852157e-02
 -6.46578928e-05  4.88689913e-06  1.83245771e-05  6.40189897e-06
 -4.07547467e-05  2.42067744e-05  5.26414656e-04 -1.89882222e-05
 -4.64614796e-04 -1.45644284e-03 -1.44293591e-04 -1.13769866e-02
 -2.66187924e-04 -1.59069076e-03 -2.22793206e-04 -1.53395606e-03
 -3.17050643e-03  1.13925318e-03  1.57056167e-03 -8.68263267e-04
  1.15161076e-03 -2.14786743e-03 -2.52831329e-04 -2.44138003e-04
  1.18236547e-03 -3.16237241e-03 -8.36146981e-04  1.12667493e-03
 -8.10947820e-04 -9.90664496e-04 -1.59874403e-03 -1.74790964e-01
 -1.60515449e-03 -1.77677651e-01  1.63736419e-03 -1.10943693e-03
 -1.26760140e-01 -2.23732853e-03 -8.98546559e-04 -1.26575130e-01
 -1.21390794e-05  1.95281784e-04  1.98498020e-05  1.30782507e-04]
2.80665 [-2.01952449e-05  6.67932781e-05 -2.02448991e-05 -1.25109389e-05
  1.77819078e-05 -1.20073548e-05  5.02106278e-04 -9.91374844e-06
  1.00198703e-03  1.80760651e-03 -5.11615999e-04 -8.85122033e-03
 -8.19018784e-06 -4.94571771e-06 -1.12896622e-05 -1.90165032e-05
 -3.42039362e-05 -2.72365011e-05  5.14883656e-04 -1.05137727e-05
 -6.59391473e-04 -1.32328474e-03  3.19469239e-04 -1.04989868e-02
 -2.07640255e-04 -1.44298072e-03 -2.29358324e-04 -1.51196119e-03
 -3.10902506e-03  1.01106824e-03  1.58939047e-03 -7.59438986e-04
  9.88603850e-04 -1.99990338e-03 -2.56066102e-04 -2.20669410e-04
  9.84213948e-04 -3.06100065e-03 -6.59862007e-04  9.68531550e-04
 -6.99094370e-04 -8.60147826e-04 -1.49195290e-03 -1.69022570e-01
 -1.47315389e-03 -1.71505890e-01  1.57781593e-03 -9.20496826e-04
 -1.37468227e-01 -2.07622857e-03 -7.54301793e-04 -1.27520763e-01
  6.00037702e-05  1.48480531e-04  3.53359289e-05  1.50233420e-04]
2.9403 [-1.56236902e-05 -4.42580566e-07  2.73612104e-05 -4.38209798e-05
  4.99557888e-04 -6.82775285e-06 -7.48076482e-06 -8.22971682e-06
  8.08211003e-04 -4.83046565e-04  5.13641217e-05 -8.42852294e-03
 -3.81046858e-06  2.35894543e-05 -5.63871045e-05 -2.74917222e-05
  5.00729832e-04  3.28359073e-05 -2.36971404e-05  7.51970295e-05
 -1.79180637e-04  1.27471899e-04 -7.25122210e-06 -8.67685108e-03
 -3.00571154e-03  8.49089600e-04  1.52085982e-03 -1.15550968e-04
 -1.36849397e-03 -1.43886171e-04 -1.37164413e-03 -6.54103186e-04
  8.56566705e-04 -1.87056328e-03  8.49970644e-04 -2.95183808e-03
 -6.08504495e-04 -1.45909186e-04 -1.66420308e-04  8.02728313e-04
 -5.95540690e-04 -7.14831853e-04  1.53474428e-03 -7.22055920e-04
 -1.46009865e-01 -1.36080350e-03 -1.65361888e-01 -1.46351553e-03
 -1.67266088e-01 -1.93867236e-03 -6.20667708e-04 -1.27785078e-01
 -1.36742756e-05  1.45783763e-04  1.71033111e-05  8.87066086e-05]
3.07395 [-5.03602290e-05 -9.51232454e-06  1.41179775e-05 -8.67009602e-05
  5.13386856e-04  3.03492364e-05  3.37811821e-05  1.40992748e-05
  6.53341915e-04  1.33220684e-03 -1.65452942e-03 -7.33989356e-03
  4.38481620e-05 -4.61270529e-05 -1.15271482e-05 -1.90215905e-05
  5.15018990e-04  1.61991981e-05  1.46730655e-05 -1.16917893e-05
 -7.02831484e-04 -1.18683882e-03  1.46376797e-03 -7.36458134e-03
 -2.87233464e-03  7.40221543e-04  1.51024388e-03 -1.90875591e-04
 -1.32665828e-03 -1.28978681e-04 -1.29956601e-03 -5.54162176e-04
  7.13754627e-04 -1.77064801e-03  6.77071600e-04 -2.85943478e-03
 -4.27001240e-04 -1.37126857e-04 -1.38258018e-04  7.28079465e-04
 -5.18052701e-04 -6.14734998e-04  1.46809871e-03 -5.84442145e-04
 -1.59514786e-01 -1.34406867e-03 -1.60133931e-01 -1.32181803e-03
 -1.62155039e-01 -1.87956269e-03 -4.59669093e-04 -1.27947611e-01
  2.35960095e-05  1.27758939e-04  5.74269803e-05  1.46885118e-04]
3.2076 [ 4.71283184e-04 -5.87386186e-05  1.43954691e-05  9.22303602e-06
 -1.03186563e-05  2.73763968e-05 -1.60342344e-05 -4.39417225e-05
 -1.53216383e-03  1.07189420e-03  1.43213638e-03 -6.22759569e-03
  4.97039268e-04 -1.76562487e-05 -7.11919191e-05  6.12047768e-05
 -3.74837994e-05 -1.82810890e-05  3.86799872e-06 -3.11259387e-05
  1.99673609e-03 -5.56324494e-04 -1.45250683e-03 -5.97939066e-03
 -2.73930426e-03  5.89682089e-04 -4.10362844e-04 -1.27415273e-04
 -1.22397833e-04 -4.28633718e-04  6.34100635e-04 -5.04308191e-04
  6.05613669e-04 -2.73489592e-03  1.49718103e-03 -1.24003954e-04
 -1.21336348e-03 -1.17298064e-04 -1.25487912e-03  6.33139120e-04
 -4.25624789e-04 -1.69500623e-03 -5.54359779e-04  1.47195584e-03
 -1.74770994e-01 -1.25151561e-03 -1.54839185e-01 -1.29350461e-03
 -1.56888376e-01 -3.82419607e-04 -1.78803153e-03 -1.27584734e-01
 -3.66670683e-05  1.37624215e-04  1.01366309e-05  1.36586060e-04]
3.34125 [ 5.38366280e-04  2.02956205e-06  4.36720164e-06 -2.70767908e-05
  1.10996783e-06 -3.09292848e-05  1.77918643e-06 -4.85705111e-05
  2.89443090e-03  4.84638237e-04  3.98412459e-04 -4.59201656e-03
  5.14488660e-04  2.96467891e-05  2.55518139e-05 -4.45509079e-05
  1.07444077e-05 -9.79242839e-06 -2.10587706e-05 -5.25147267e-05
 -2.76674796e-03 -7.41345100e-04 -4.05782654e-04 -4.85365070e-03
 -2.66374843e-03  5.05797703e-04 -3.88666749e-04 -1.30827253e-04
 -1.35721113e-04 -3.54266204e-04  5.14630698e-04 -4.83117086e-04
  5.29076750e-04 -2.65200939e-03  1.44283948e-03 -9.72667504e-05
 -1.13223262e-03 -1.48687021e-04 -1.20686141e-03  4.99061870e-04
 -3.77204949e-04 -1.61203404e-03 -4.15738019e-04  1.42799771e-03
 -1.91851422e-01 -1.14671097e-03 -1.49893666e-01 -1.18339091e-03
 -1.51735564e-01 -3.48265602e-04 -1.70873827e-03 -1.27236741e-01
 -1.63939427e-05  1.15741518e-04  5.73819217e-05  9.46481435e-05]
4.0095 [ 5.45983471e-04 -4.58602224e-05 -6.75529779e-06 -4.13177462e-05
  3.65872943e-05  3.48981329e-06 -6.02393893e-05 -1.50665419e-04
  5.85024229e-03  7.90651498e-05 -3.62923506e-04  5.73723773e-03
  5.24796544e-04 -5.85245443e-06 -3.06333256e-05  2.69323425e-05
  2.80954280e-06  1.45517049e-05 -1.84367026e-05 -1.52345295e-04
 -6.06969754e-03 -2.33218423e-04  1.97500641e-04  4.93259015e-03
 -2.08248262e-03  2.51440440e-04 -1.72021012e-04 -1.27564623e-04
 -1.26869132e-04 -1.99961247e-04  2.86880711e-04 -1.61122402e-04
  2.32076041e-04 -2.08998189e-03  1.15323233e-03 -1.11287328e-04
 -9.54490216e-04 -1.10948782e-04 -9.32852394e-04  2.56451188e-04
 -2.07170894e-04 -1.23119152e-03 -1.65779369e-04  1.20842730e-03
 -3.01311243e-01 -1.02620838e-03 -1.23130633e-01 -1.03642909e-03
 -1.23965676e-01 -1.19959233e-04 -1.28150022e-03 -1.20831428e-01
 -1.63465057e-05  2.41749306e-05 -5.29844519e-06  8.10180163e-05]
4.67775 [ 5.65195309e-04  4.65645426e-06 -4.19092893e-06 -4.80752594e-06
 -2.09166886e-05  2.64679697e-04  4.66239037e-05 -4.73507647e-05
  5.20864822e-03 -1.46386834e-02  1.19051567e-04 -1.11826019e-04
  5.22941295e-04 -7.61862418e-06  1.73507244e-05  3.81816291e-05
  1.01791426e-05  2.81832155e-04  1.56107397e-05  1.72225693e-05
 -5.28460186e-03 -1.50862078e-02 -3.32188979e-04  1.35926031e-04
 -1.55161544e-03 -2.71515807e-04  1.85570318e-04 -1.84141032e-04
 -2.48400903e-04  1.86707281e-04 -1.29343542e-04 -1.16027808e-04
 -2.70085914e-04 -1.59390851e-03  1.00960276e-03 -2.61410617e-04
 -2.03239818e-04 -9.31368301e-04 -1.27709685e-04 -8.72905442e-04
 -1.12658309e-04 -8.52584356e-04  1.45866846e-04  1.06689405e-03
 -4.35674295e-01  1.51457302e-04 -1.07092089e-03 -1.06295238e-01
 -8.90976290e-04 -9.41719102e-02 -8.84271266e-04 -9.43047755e-02
  3.98090044e-05 -3.74840868e-05 -3.87730704e-05 -2.67164087e-05]
5.346 [ 6.32693882e-04 -8.00472197e-06  4.20865207e-05 -2.50418702e-05
  1.70696341e-05  2.96373929e-04 -4.28014278e-05  3.27448414e-05
 -1.58764891e-02 -1.38013921e-02  4.63768104e-04 -4.05016700e-04
  5.81451186e-04  5.30261361e-06 -2.30242733e-05  2.54565459e-05
 -1.41788611e-05  3.41549583e-04 -1.72872890e-07 -9.10276103e-06
  1.57231311e-02 -1.40886366e-02  4.50359075e-06  3.38686996e-05
 -1.15291580e-03 -4.78359905e-04  3.51522920e-04 -2.94987140e-04
 -4.37576315e-04  1.61249073e-04 -1.64102162e-04 -1.56964542e-04
 -4.29313351e-04 -1.15524343e-03  8.75339099e-04 -4.24135697e-04
 -2.79046530e-04 -7.42785423e-04 -1.92091424e-04 -7.76322961e-04
 -1.64610475e-04 -8.17057152e-04  2.91269828e-04  8.43073697e-04
 -5.59287111e-01  3.30245273e-04 -9.17158149e-04 -8.41914828e-02
 -8.96082906e-04 -6.58307573e-02 -8.89291905e-04 -6.58597245e-02
  3.47314656e-05  6.90710200e-05  2.32615376e-05  7.32742429e-05]
6.6825 [ 4.34641654e-04  1.25748003e-06  4.61326112e-05 -1.68705739e-05
 -3.31168523e-05  3.31472523e-05  3.32279880e-05  1.85475067e-04
 -4.46157672e-03  5.30751796e-05  7.00852599e-05  1.21307800e-02
  4.95109670e-04  3.45679060e-05  9.96578976e-06  1.59506589e-05
 -1.30301871e-05 -4.34581650e-05 -1.43235174e-05  2.31088270e-04
  4.41567408e-03 -3.54267974e-04  2.95890576e-04  1.24995661e-02
 -6.64878542e-04 -7.92930557e-04  6.25328210e-04 -2.24480350e-04
 -2.49129153e-04 -8.26375950e-04 -7.86328625e-04  4.69982027e-04
 -7.79525099e-04 -6.57502540e-04  6.55683343e-04 -2.32874924e-04
 -8.30030021e-04 -2.49389488e-04 -7.90193894e-04 -8.00432626e-04
 -8.45101708e-04 -5.37192639e-04  4.59625708e-04  6.44658115e-04
 -7.01107479e-01 -1.05648154e-03 -3.05908772e-02 -1.06324468e-03
 -3.05177934e-02  8.84178363e-04 -7.01532475e-04 -3.67472479e-02
  3.61867656e-06  3.32339859e-04  8.24574326e-05  3.12015228e-04]
