0.8	-1.01572889	-0.983016958	-1.008488	0.00724089	0.032711932
1.4008	-1.172455307	-1.146669513	-1.167867	0.004588307	0.025785794
4	-1.014872149	-1.006978837	-1.015199	0.000326851	0.007893312
10	-0.999623287	-0.997083648	-1.001556	0.001932713	0.002539638
