1.0692 -14.641238457219409 -14.638837143911196
1.136025 -14.672852004822388 -14.671634389178738
1.20285 -14.698405411181 -14.69814166233467
1.269675 -14.71978597907337 -14.717607307296243
1.3365 -14.738245384922873 -14.736561356752741
1.403325 -14.754593937580891 -14.753593594196103
1.536975 -14.77726556055719 -14.777223301778626
1.670625 -14.802183654635957 -14.802153034437563
1.8 -14.821811763877077 -14.821798805765928
1.9 -14.834186859721886 -14.834178507372542
2.00475 -14.844779624803376 -14.844771858710967
2.1 -14.852531517457805 -14.852521382587899
2.2 -14.858982838830073 -14.858966524223078
2.338875 -14.865514214379346 -14.865479638405603
2.673 -14.872751349912747 -14.87272046620393
3.4125 -14.868026986965996 -14.868022584060425
6.6825 -14.855336558265755 -14.833454447730773
