4.67775 -14.878000620288699 -15.892378862240108
4.0095 -14.886182540183075 -16.03541680852473
3.2076 -14.892494258801356 -16.358521273576947
2.80665 -14.894401966681235 -16.57472595267965
13.365 -14.883664285069408 -15.149960006025033
2.27205 -14.880316532640459 -16.980443324612782
3.07395 -14.893774872262039 -16.399063506481763
2.53935 -14.890873592314465 -16.773393392361218
5.346 -14.877803151619695 -15.740070340366513
2.9403 -14.894476312309301 -16.44458397802598
3.34125 -14.890817114466884 -16.29715811282108
2.673 -14.893305008648047 -16.668457327974032
6.6825 -14.8801907183276 -15.539007437651755
2.1384 -14.871049048032924 -17.10735121702119
2.4057 -14.886712018087225 -16.887598819140525
