2.1384 -14.919020121651934 -14.882804722013871
2.27205 -14.92477786704262 -14.890527735683529
2.4057 -14.928341422824708 -14.895884918316158
2.53935 -14.930187980823844 -14.899355003898764
2.673 -14.930710695862034 -14.901339810956939
2.80665 -14.930226478950853 -14.902173728586758
2.9403 -14.928988801555514 -14.902126613086477
3.07395 -14.927200574687971 -14.901424559307703
3.2076 -14.925025149170487 -14.90024189365571
3.34125 -14.922594970857515 -14.898725726825372
4.0095 -14.909769304842573 -14.88962547702889
4.67775 -14.900125875004598 -14.88287660815433
5.346 -14.89486033319738 -14.880266316661544
6.6825 -14.891467043747554 -14.880460161663601
13.365 -14.89059168363549 -14.883492028642284
