2.1384 -14.85520035265076 -14.855188368312762 -14.854303212305984
2.27205 -14.8626924567362 -14.862668392400005 -14.8617283072281
2.4057 -14.867804950036811 -14.867796412511515 -14.866733952803743
2.53935 -14.871021391134594 -14.870997919911918 -14.869802215967958
2.673 -14.872751349912765 -14.87272046620393 -14.871338942690066
2.80665 -14.873334196094842 -14.873283367400525 -14.871677974816112
3.07395 -14.872117298482575 -14.872111411435828 -14.869792344351119
3.34125 -14.869021392839349 -14.868991742709829 -14.865726120645297
3.6 -14.865764543988384 -14.865242578162846 -14.860658691142554
3.8 -14.864211524370143 -14.862236273898615 -14.85635550298928
4.0095 -14.862459537212766 -14.859273943239868 -14.851699702928583
4.2 -14.86085037325422 -14.856842035976412 -14.847449712220692
4.67775 -14.857073861155694 -14.852375749845676 -14.837157448378742
4.8 -14.856202010933218 -14.85165837475284 -14.834662579232678
5.0 -14.854871618314162 -14.850778057473228 -14.830730392307876
5.36 -14.852778735851487 -14.850060119795268 -14.824150370635024
6.0 -14.854190853370502 -14.850626434788204 -14.81405322159503
6.4 -14.854908178914403 -14.822793784758161 -14.808720429071535
6.85 -14.85556662426535 -14.83497868611158 -14.803519895521111
8.0 -14.856827765087685 -14.830741488462102 -14.79337202761461
10.0 -14.858249748113257 -14.851185381237318 -14.782944461605174
