2.1384	-14.855200345609626	-14.855194330954022	-14.854303212305984
2.27205	-14.862692455027863	-14.862687805055339	-14.8617283072281
2.4057	-14.86780495088768	-14.867797194355665	-14.866733952803743
2.53935	-14.871021386828211	-14.871006434658941	-14.869802215967958
2.673	-14.872751344117084	-14.872727595709566	-14.871338942690066
2.80665	-14.873334188682325	-14.87331091574801	-14.871677974816112
3.07395	-14.872117287202368	-14.872096284553834	-14.869792344351119
3.34125	-14.869021336713674	-14.86898158277055	-14.865726120645297
3.6	-14.865764964633417	-14.8652360157141	-14.860658691142554
3.8	-14.864211907184364	-14.862247654663564	-14.85635550298928
4.0095	-14.86245988309828	-14.859265616120494	-14.851699702928583
4.2	-14.860850686622989	-14.856850160115389	-14.847449712220692
4.67775	-14.857074094108322	-14.852383738735497	-14.837157448378742
4.8	-14.85620222365143	-14.851651107090264	-14.834662579232678
5.0	-14.854871798721081	-14.850774679786882	-14.830730392307876
5.36	-14.852778862256867	-14.85007659205865	-14.824150370635024
6.0	-14.854191049349177	-14.850670004701989	-14.81405322159503
6.4	-14.854908285232648	-14.851557635321818	-14.808720429071535
6.85	-14.855566661928279	-14.852782331250772	-14.803519895521111
8.0	-14.85682772990854	-14.855329222614866	-14.79337202761461
10.0	-14.858249709190268	-14.857841962355604	-14.782944461605174
