2.1384 -0.0001428  -0.00177919 -0.04492326
2.27205 0.00035481  0.0008742  -0.04980132
2.4057 0.00012212 -0.00142418 -0.05077157
2.53935 -0.00138723  0.00050354 -0.05156934
2.673 0.00049641  0.00010683 -0.0714486
2.80665 1.72207568e-06  4.59341071e-04 -7.62257066e-02
2.9403 -0.00099401  0.00110908 -0.0926235
3.07395 -0.00099873  0.00073445 -0.09823683
3.2076 0.00061804 -0.00018467 -0.10742149]
3.34125 -0.0010059   0.00044864 -0.1311100
4.0095 -0.00107088 -0.00061111 -0.2748865
4.67775 1.11202990e-04  3.06087832e-05 -9.48744344e-05 -7.04503189e-04 -3.95566406e-01
5.346 -9.23716843e-04 -1.24589850e-03  5.28525389e-04 -7.62219452e-04 -5.63642766e-01
6.6825 7.17906538e-04  3.64754826e-06 -1.08647048e-03 -1.11850132e-03 -7.35161433e-01

