2.1384	-14.641238457219355	-14.635513669976923	-14.626572556453855
2.27205	-14.672855979365991	-14.669232281636077	-14.659018486167806
2.4057	-14.6984084644747	-14.694045183066997	-14.685608448468304
2.53935	-14.71978815086855	-14.716041598393018	-14.708182228246136
2.673	-14.738246795599718	-14.73501167354792	-14.727921221271096
2.80665	-14.754594756810073	-14.752086573653026	-14.74555406221574
3.07395	-14.777265455946644	-14.776447188727737	-14.776013977633312
3.34125	-14.802183588379837	-14.80092917002511	-14.801137869851043
3.6	-14.821811723519472	-14.820672492787624	-14.82088262232102
3.8	-14.834186833299917	-14.833072776582998	-14.833302402702689
4.0095	-14.844779608845261	-14.84366311866443	-14.843908009088938
4.2	-14.852531508272634	-14.851223912815275	-14.851646130823038
4.67775	-14.86551421426715	-14.864292488674327	-14.864501653399131
4.8	-14.867628792024297	-14.8663372805806	-14.866563175333452
5.0	-14.870245737720683	-14.869003987568316	-14.869074668342375
5.36	-14.87280767574377	-14.871671055851786	-14.871383814982343
6.0	-14.872699821900671	-14.872174135123931	-14.870586790493046
6.4	-14.870814683043374	-14.870406007198678	-14.868074594592255
6.85	-14.867848009372878	-14.86743862933334	-14.864173873686315
8.0	-14.862540362990309	-14.857438211475266	-14.851912025379026
10.0	-14.854871798721026	-14.842619061193533	-14.830730392307881
