2.1384	-14.871049048032939	-14.87098820540451
2.27205	-14.880316532640501	-14.880269190103023
2.4057	-14.8867120180873	-14.886646986151687
2.53935	-14.890873592314426	-14.890763925225018
2.673	-14.893305008648008	-14.893276421111539
2.80665	-14.894401966681292	-14.894350757104855
2.9403	-14.894476312309344	-14.894440101747517
3.07395	-14.893774872262025	-14.893703327240917
3.2076	-14.892494258801317	-14.892374970990325
3.34125	-14.890817114466941	-14.89071997204999
4.0095	-14.88618254018309	-14.879834999964554
